id,order_id,product_id,quantity,unit_price,unit_cost
ITEM-01349,ORD-202301-0538,P006,3,2450,1150
ITEM-01350,ORD-202301-0539,P011,2,1400,180
ITEM-01351,ORD-202301-0540,P010,2,1250,160
ITEM-01352,ORD-202301-0541,P013,2,200,20
ITEM-01353,ORD-202301-0542,P014,2,250,25
ITEM-01354,ORD-202301-0542,P009,1,1100,140
ITEM-01355,ORD-202301-0543,P013,2,200,20
ITEM-01356,ORD-202301-0543,P016,3,3000,1500
ITEM-01357,ORD-202301-0543,P006,1,2450,1150
ITEM-01358,ORD-202301-0543,P002,1,1450,710
ITEM-01359,ORD-202301-0544,P006,3,2450,1150
ITEM-01360,ORD-202301-0544,P006,3,2450,1150
ITEM-01361,ORD-202301-0545,P007,3,800,100
ITEM-01362,ORD-202301-0545,P007,3,800,100
ITEM-01363,ORD-202301-0546,P006,2,2450,1150
ITEM-01364,ORD-202301-0547,P007,2,800,100
ITEM-01365,ORD-202301-0547,P002,1,1450,710
ITEM-01366,ORD-202301-0547,P017,2,4000,1900
ITEM-01367,ORD-202301-0547,P019,2,6000,2700
ITEM-01368,ORD-202301-0548,P009,1,1100,140
ITEM-01369,ORD-202301-0548,P003,2,1700,820
ITEM-01370,ORD-202301-0548,P008,2,950,120
ITEM-01371,ORD-202301-0549,P016,3,3000,1500
ITEM-01372,ORD-202301-0549,P006,1,2450,1150
ITEM-01373,ORD-202301-0549,P019,3,6000,2700
ITEM-01374,ORD-202301-0550,P005,1,2200,1040
ITEM-01375,ORD-202301-0550,P016,3,3000,1500
ITEM-01376,ORD-202301-0550,P014,3,250,25
ITEM-01377,ORD-202301-0551,P004,1,1950,930
ITEM-01378,ORD-202301-0552,P016,1,3000,1500
ITEM-01379,ORD-202301-0552,P012,2,150,15
ITEM-01380,ORD-202301-0553,P008,1,950,120
ITEM-01381,ORD-202301-0553,P006,3,2450,1150
ITEM-01382,ORD-202301-0554,P018,1,5000,2300
ITEM-01383,ORD-202301-0554,P014,1,250,25
ITEM-01384,ORD-202301-0555,P002,2,1450,710
ITEM-01385,ORD-202301-0556,P003,3,1700,820
ITEM-01386,ORD-202301-0557,P013,1,200,20
ITEM-01387,ORD-202301-0558,P012,2,150,15
ITEM-01388,ORD-202301-0558,P010,3,1250,160
ITEM-01389,ORD-202301-0558,P010,2,1250,160
ITEM-01390,ORD-202301-0559,P011,3,1400,180
ITEM-01391,ORD-202301-0559,P010,2,1250,160
ITEM-01392,ORD-202301-0560,P004,2,1950,930
ITEM-01393,ORD-202301-0560,P006,1,2450,1150
ITEM-01394,ORD-202301-0561,P001,3,1200,600
ITEM-01395,ORD-202301-0562,P012,2,150,15
ITEM-01396,ORD-202301-0562,P010,3,1250,160
ITEM-01397,ORD-202301-0562,P014,3,250,25
ITEM-01398,ORD-202301-0563,P014,3,250,25
ITEM-01399,ORD-202301-0563,P006,3,2450,1150
ITEM-01400,ORD-202301-0564,P009,3,1100,140
ITEM-01401,ORD-202301-0564,P013,2,200,20
ITEM-01402,ORD-202301-0564,P008,1,950,120
ITEM-01403,ORD-202301-0564,P015,1,300,30
ITEM-01404,ORD-202301-0565,P001,3,1200,600
ITEM-01405,ORD-202301-0566,P003,1,1700,820
ITEM-01406,ORD-202301-0566,P011,3,1400,180
ITEM-01407,ORD-202301-0567,P010,1,1250,160
ITEM-01408,ORD-202301-0568,P009,1,1100,140
ITEM-01409,ORD-202301-0568,P011,2,1400,180
ITEM-01410,ORD-202301-0568,P008,3,950,120
ITEM-01411,ORD-202301-0569,P007,1,800,100
ITEM-01412,ORD-202301-0569,P008,2,950,120
ITEM-01413,ORD-202301-0569,P001,3,1200,600
ITEM-01414,ORD-202301-0569,P015,3,300,30
ITEM-01415,ORD-202301-0570,P007,1,800,100
ITEM-01416,ORD-202301-0570,P010,1,1250,160
ITEM-01417,ORD-202301-0570,P003,3,1700,820
ITEM-01418,ORD-202301-0570,P010,2,1250,160
ITEM-01419,ORD-202301-0571,P016,1,3000,1500
ITEM-01420,ORD-202301-0572,P007,3,800,100
ITEM-01421,ORD-202301-0572,P003,2,1700,820
ITEM-01422,ORD-202301-0572,P013,2,200,20
ITEM-01423,ORD-202301-0572,P016,2,3000,1500
ITEM-01424,ORD-202301-0573,P019,1,6000,2700
ITEM-01425,ORD-202301-0573,P002,2,1450,710
ITEM-01426,ORD-202301-0573,P006,2,2450,1150
ITEM-01427,ORD-202302-0574,P010,2,1250,160
ITEM-01428,ORD-202302-0574,P003,2,1700,820
ITEM-01429,ORD-202302-0574,P005,3,2200,1040
ITEM-01430,ORD-202302-0575,P011,3,1400,180
ITEM-01431,ORD-202302-0575,P002,1,1450,710
ITEM-01432,ORD-202302-0575,P004,3,1950,930
ITEM-01433,ORD-202302-0575,P009,3,1100,140
ITEM-01434,ORD-202302-0576,P010,2,1250,160
ITEM-01435,ORD-202302-0576,P001,1,1200,600
ITEM-01436,ORD-202302-0577,P012,2,150,15
ITEM-01437,ORD-202302-0577,P008,2,950,120
ITEM-01438,ORD-202302-0577,P017,3,4000,1900
ITEM-01439,ORD-202302-0578,P002,3,1450,710
ITEM-01440,ORD-202302-0579,P001,3,1200,600
ITEM-01441,ORD-202302-0580,P017,1,4000,1900
ITEM-01442,ORD-202302-0580,P013,3,200,20
ITEM-01443,ORD-202302-0581,P002,3,1450,710
ITEM-01444,ORD-202302-0582,P005,2,2200,1040
ITEM-01445,ORD-202302-0582,P013,1,200,20
ITEM-01446,ORD-202302-0583,P005,3,2200,1040
ITEM-01447,ORD-202302-0583,P017,1,4000,1900
ITEM-01448,ORD-202302-0584,P019,2,6000,2700
ITEM-01449,ORD-202302-0584,P015,2,300,30
ITEM-01450,ORD-202302-0585,P009,3,1100,140
ITEM-01451,ORD-202302-0585,P017,2,4000,1900
ITEM-01452,ORD-202302-0585,P010,2,1250,160
ITEM-01453,ORD-202302-0586,P012,3,150,15
ITEM-01454,ORD-202302-0586,P015,3,300,30
ITEM-01455,ORD-202302-0586,P002,3,1450,710
ITEM-01456,ORD-202302-0587,P015,3,300,30
ITEM-01457,ORD-202302-0587,P005,1,2200,1040
ITEM-01458,ORD-202302-0588,P010,3,1250,160
ITEM-01459,ORD-202302-0588,P009,3,1100,140
ITEM-01460,ORD-202302-0589,P012,2,150,15
ITEM-01461,ORD-202302-0590,P009,3,1100,140
ITEM-01462,ORD-202302-0591,P008,3,950,120
ITEM-01463,ORD-202302-0591,P001,3,1200,600
ITEM-01464,ORD-202302-0591,P016,2,3000,1500
ITEM-01465,ORD-202302-0591,P018,2,5000,2300
ITEM-01466,ORD-202302-0592,P015,3,300,30
ITEM-01467,ORD-202302-0592,P008,2,950,120
ITEM-01468,ORD-202302-0593,P001,3,1200,600
ITEM-01469,ORD-202302-0593,P004,1,1950,930
ITEM-01470,ORD-202302-0593,P001,2,1200,600
ITEM-01471,ORD-202302-0593,P013,1,200,20
ITEM-01472,ORD-202302-0594,P008,2,950,120
ITEM-01473,ORD-202302-0594,P018,1,5000,2300
ITEM-01474,ORD-202302-0594,P012,2,150,15
ITEM-01475,ORD-202302-0595,P008,2,950,120
ITEM-01476,ORD-202302-0596,P010,1,1250,160
ITEM-01477,ORD-202302-0596,P012,2,150,15
ITEM-01478,ORD-202302-0596,P007,1,800,100
ITEM-01479,ORD-202302-0596,P015,2,300,30
ITEM-01480,ORD-202302-0597,P006,2,2450,1150
ITEM-01481,ORD-202302-0597,P017,2,4000,1900
ITEM-01482,ORD-202302-0597,P010,2,1250,160
ITEM-01483,ORD-202302-0597,P014,2,250,25
ITEM-01484,ORD-202302-0598,P014,1,250,25
ITEM-01485,ORD-202302-0598,P012,1,150,15
ITEM-01486,ORD-202302-0598,P011,1,1400,180
ITEM-01487,ORD-202302-0598,P009,1,1100,140
ITEM-01488,ORD-202302-0599,P016,1,3000,1500
ITEM-01489,ORD-202302-0599,P001,2,1200,600
ITEM-01490,ORD-202302-0600,P006,3,2450,1150
ITEM-01491,ORD-202302-0601,P003,1,1700,820
ITEM-01492,ORD-202302-0601,P006,1,2450,1150
ITEM-01493,ORD-202302-0601,P016,1,3000,1500
ITEM-01494,ORD-202302-0601,P012,1,150,15
ITEM-01495,ORD-202302-0602,P005,1,2200,1040
ITEM-01496,ORD-202302-0603,P012,2,150,15
ITEM-01497,ORD-202302-0603,P001,2,1200,600
ITEM-01498,ORD-202302-0603,P002,2,1450,710
ITEM-01499,ORD-202302-0603,P010,2,1250,160
ITEM-01500,ORD-202302-0604,P016,2,3000,1500
ITEM-01501,ORD-202302-0605,P017,2,4000,1900
ITEM-01502,ORD-202302-0605,P019,2,6000,2700
ITEM-01503,ORD-202302-0605,P018,1,5000,2300
ITEM-01504,ORD-202302-0605,P008,1,950,120
ITEM-01505,ORD-202302-0606,P007,2,800,100
ITEM-01506,ORD-202302-0606,P003,3,1700,820
ITEM-01507,ORD-202303-0607,P003,1,1700,820
ITEM-01508,ORD-202303-0607,P016,2,3000,1500
ITEM-01509,ORD-202303-0607,P009,3,1100,140
ITEM-01510,ORD-202303-0607,P001,3,1200,600
ITEM-01511,ORD-202303-0608,P009,2,1100,140
ITEM-01512,ORD-202303-0608,P003,1,1700,820
ITEM-01513,ORD-202303-0608,P009,2,1100,140
ITEM-01514,ORD-202303-0608,P005,2,2200,1040
ITEM-01515,ORD-202303-0609,P012,2,150,15
ITEM-01516,ORD-202303-0609,P018,2,5000,2300
ITEM-01517,ORD-202303-0609,P008,2,950,120
ITEM-01518,ORD-202303-0610,P018,2,5000,2300
ITEM-01519,ORD-202303-0611,P017,1,4000,1900
ITEM-01520,ORD-202303-0612,P016,1,3000,1500
ITEM-01521,ORD-202303-0613,P017,3,4000,1900
ITEM-01522,ORD-202303-0613,P014,3,250,25
ITEM-01523,ORD-202303-0614,P007,2,800,100
ITEM-01524,ORD-202303-0614,P008,1,950,120
ITEM-01525,ORD-202303-0614,P007,3,800,100
ITEM-01526,ORD-202303-0615,P009,1,1100,140
ITEM-01527,ORD-202303-0615,P008,2,950,120
ITEM-01528,ORD-202303-0615,P001,3,1200,600
ITEM-01529,ORD-202303-0615,P017,1,4000,1900
ITEM-01530,ORD-202303-0616,P016,1,3000,1500
ITEM-01531,ORD-202303-0616,P010,3,1250,160
ITEM-01532,ORD-202303-0616,P001,1,1200,600
ITEM-01533,ORD-202303-0616,P004,1,1950,930
ITEM-01534,ORD-202303-0617,P002,3,1450,710
ITEM-01535,ORD-202303-0617,P003,1,1700,820
ITEM-01536,ORD-202303-0618,P002,1,1450,710
ITEM-01537,ORD-202303-0618,P013,3,200,20
ITEM-01538,ORD-202303-0618,P014,1,250,25
ITEM-01539,ORD-202303-0619,P013,2,200,20
ITEM-01540,ORD-202303-0619,P013,3,200,20
ITEM-01541,ORD-202303-0620,P004,1,1950,930
ITEM-01542,ORD-202303-0620,P016,1,3000,1500
ITEM-01543,ORD-202303-0620,P015,1,300,30
ITEM-01544,ORD-202303-0621,P002,1,1450,710
ITEM-01545,ORD-202303-0621,P001,2,1200,600
ITEM-01546,ORD-202303-0621,P019,3,6000,2700
ITEM-01547,ORD-202303-0621,P006,3,2450,1150
ITEM-01548,ORD-202303-0622,P002,2,1450,710
ITEM-01549,ORD-202303-0622,P014,3,250,25
ITEM-01550,ORD-202303-0623,P003,1,1700,820
ITEM-01551,ORD-202303-0623,P013,2,200,20
ITEM-01552,ORD-202303-0623,P010,1,1250,160
ITEM-01553,ORD-202303-0623,P003,1,1700,820
ITEM-01554,ORD-202303-0624,P017,3,4000,1900
ITEM-01555,ORD-202303-0624,P014,2,250,25
ITEM-01556,ORD-202303-0624,P003,2,1700,820
ITEM-01557,ORD-202303-0624,P010,3,1250,160
ITEM-01558,ORD-202303-0625,P011,1,1400,180
ITEM-01559,ORD-202303-0625,P013,3,200,20
ITEM-01560,ORD-202303-0625,P016,1,3000,1500
ITEM-01561,ORD-202303-0626,P003,2,1700,820
ITEM-01562,ORD-202303-0627,P012,3,150,15
ITEM-01563,ORD-202303-0627,P015,1,300,30
ITEM-01564,ORD-202303-0628,P019,3,6000,2700
ITEM-01565,ORD-202303-0628,P007,1,800,100
ITEM-01566,ORD-202303-0628,P013,2,200,20
ITEM-01567,ORD-202303-0628,P015,3,300,30
ITEM-01568,ORD-202303-0629,P016,3,3000,1500
ITEM-01569,ORD-202303-0629,P013,1,200,20
ITEM-01570,ORD-202303-0629,P004,3,1950,930
ITEM-01571,ORD-202303-0630,P012,2,150,15
ITEM-01572,ORD-202303-0631,P011,1,1400,180
ITEM-01573,ORD-202303-0631,P010,3,1250,160
ITEM-01574,ORD-202303-0631,P008,1,950,120
ITEM-01575,ORD-202303-0631,P009,1,1100,140
ITEM-01576,ORD-202303-0632,P010,3,1250,160
ITEM-01577,ORD-202303-0632,P004,3,1950,930
ITEM-01578,ORD-202303-0633,P010,3,1250,160
ITEM-01579,ORD-202303-0633,P007,2,800,100
ITEM-01580,ORD-202303-0634,P010,1,1250,160
ITEM-01581,ORD-202303-0634,P003,2,1700,820
ITEM-01582,ORD-202303-0635,P013,1,200,20
ITEM-01583,ORD-202303-0635,P016,1,3000,1500
ITEM-01584,ORD-202303-0636,P001,2,1200,600
ITEM-01585,ORD-202303-0636,P015,1,300,30
ITEM-01586,ORD-202303-0636,P002,2,1450,710
ITEM-01587,ORD-202303-0637,P019,3,6000,2700
ITEM-01588,ORD-202303-0637,P012,1,150,15
ITEM-01589,ORD-202303-0637,P013,3,200,20
ITEM-01590,ORD-202303-0638,P009,3,1100,140
ITEM-01591,ORD-202303-0638,P004,1,1950,930
ITEM-01592,ORD-202303-0639,P011,3,1400,180
ITEM-01593,ORD-202303-0639,P011,1,1400,180
ITEM-01594,ORD-202303-0639,P002,2,1450,710
ITEM-01595,ORD-202303-0640,P004,3,1950,930
ITEM-01596,ORD-202303-0640,P015,3,300,30
ITEM-01597,ORD-202303-0640,P016,1,3000,1500
ITEM-01598,ORD-202303-0641,P008,3,950,120
ITEM-01599,ORD-202303-0641,P011,3,1400,180
ITEM-01600,ORD-202303-0641,P014,1,250,25
ITEM-01601,ORD-202303-0641,P002,3,1450,710
ITEM-01602,ORD-202303-0642,P003,3,1700,820
ITEM-01603,ORD-202303-0642,P002,1,1450,710
ITEM-01604,ORD-202303-0642,P008,1,950,120
ITEM-01605,ORD-202303-0642,P005,1,2200,1040
ITEM-01606,ORD-202303-0643,P010,1,1250,160
ITEM-01607,ORD-202303-0644,P007,3,800,100
ITEM-01608,ORD-202303-0644,P007,1,800,100
ITEM-01609,ORD-202303-0644,P003,3,1700,820
ITEM-01610,ORD-202303-0644,P013,3,200,20
ITEM-01611,ORD-202303-0645,P005,1,2200,1040
ITEM-01612,ORD-202303-0646,P001,2,1200,600
ITEM-01613,ORD-202303-0646,P001,3,1200,600
ITEM-01614,ORD-202303-0646,P007,2,800,100
ITEM-01615,ORD-202303-0647,P014,3,250,25
ITEM-01616,ORD-202303-0647,P002,2,1450,710
ITEM-01617,ORD-202303-0647,P017,3,4000,1900
ITEM-01618,ORD-202303-0648,P008,3,950,120
ITEM-01619,ORD-202303-0648,P010,1,1250,160
ITEM-01620,ORD-202303-0648,P013,2,200,20
ITEM-01621,ORD-202303-0649,P003,2,1700,820
ITEM-01622,ORD-202304-0650,P003,2,1700,820
ITEM-01623,ORD-202304-0650,P010,2,1250,160
ITEM-01624,ORD-202304-0650,P006,1,2450,1150
ITEM-01625,ORD-202304-0651,P007,1,800,100
ITEM-01626,ORD-202304-0651,P003,2,1700,820
ITEM-01627,ORD-202304-0652,P001,1,1200,600
ITEM-01628,ORD-202304-0652,P001,1,1200,600
ITEM-01629,ORD-202304-0652,P012,3,150,15
ITEM-01630,ORD-202304-0652,P018,2,5000,2300
ITEM-01631,ORD-202304-0653,P009,2,1100,140
ITEM-01632,ORD-202304-0653,P007,1,800,100
ITEM-01633,ORD-202304-0654,P001,2,1200,600
ITEM-01634,ORD-202304-0654,P008,2,950,120
ITEM-01635,ORD-202304-0655,P017,2,4000,1900
ITEM-01636,ORD-202304-0655,P013,1,200,20
ITEM-01637,ORD-202304-0655,P017,1,4000,1900
ITEM-01638,ORD-202304-0656,P006,1,2450,1150
ITEM-01639,ORD-202304-0656,P007,3,800,100
ITEM-01640,ORD-202304-0657,P015,1,300,30
ITEM-01641,ORD-202304-0657,P005,3,2200,1040
ITEM-01642,ORD-202304-0658,P002,2,1450,710
ITEM-01643,ORD-202304-0658,P011,1,1400,180
ITEM-01644,ORD-202304-0658,P002,3,1450,710
ITEM-01645,ORD-202304-0658,P011,3,1400,180
ITEM-01646,ORD-202304-0659,P015,3,300,30
ITEM-01647,ORD-202304-0659,P014,1,250,25
ITEM-01648,ORD-202304-0659,P016,3,3000,1500
ITEM-01649,ORD-202304-0660,P017,1,4000,1900
ITEM-01650,ORD-202304-0660,P004,2,1950,930
ITEM-01651,ORD-202304-0660,P012,3,150,15
ITEM-01652,ORD-202304-0660,P013,2,200,20
ITEM-01653,ORD-202304-0661,P006,3,2450,1150
ITEM-01654,ORD-202304-0662,P019,1,6000,2700
ITEM-01655,ORD-202304-0662,P001,1,1200,600
ITEM-01656,ORD-202304-0662,P010,3,1250,160
ITEM-01657,ORD-202304-0663,P008,2,950,120
ITEM-01658,ORD-202304-0664,P019,2,6000,2700
ITEM-01659,ORD-202304-0664,P007,3,800,100
ITEM-01660,ORD-202304-0664,P017,1,4000,1900
ITEM-01661,ORD-202304-0665,P018,1,5000,2300
ITEM-01662,ORD-202304-0665,P010,2,1250,160
ITEM-01663,ORD-202304-0665,P016,2,3000,1500
ITEM-01664,ORD-202304-0666,P010,3,1250,160
ITEM-01665,ORD-202304-0666,P005,2,2200,1040
ITEM-01666,ORD-202304-0666,P005,2,2200,1040
ITEM-01667,ORD-202304-0667,P004,3,1950,930
ITEM-01668,ORD-202304-0667,P017,3,4000,1900
ITEM-01669,ORD-202304-0667,P006,2,2450,1150
ITEM-01670,ORD-202304-0667,P009,3,1100,140
ITEM-01671,ORD-202304-0668,P010,2,1250,160
ITEM-01672,ORD-202304-0668,P010,2,1250,160
ITEM-01673,ORD-202304-0668,P011,1,1400,180
ITEM-01674,ORD-202304-0669,P016,3,3000,1500
ITEM-01675,ORD-202304-0669,P007,2,800,100
ITEM-01676,ORD-202304-0669,P001,1,1200,600
ITEM-01677,ORD-202304-0669,P018,3,5000,2300
ITEM-01678,ORD-202304-0670,P008,3,950,120
ITEM-01679,ORD-202304-0670,P013,3,200,20
ITEM-01680,ORD-202304-0670,P005,2,2200,1040
ITEM-01681,ORD-202304-0671,P003,3,1700,820
ITEM-01682,ORD-202304-0672,P002,1,1450,710
ITEM-01683,ORD-202304-0672,P010,1,1250,160
ITEM-01684,ORD-202304-0672,P018,1,5000,2300
ITEM-01685,ORD-202304-0673,P007,3,800,100
ITEM-01686,ORD-202304-0673,P008,1,950,120
ITEM-01687,ORD-202304-0673,P019,1,6000,2700
ITEM-01688,ORD-202304-0673,P012,2,150,15
ITEM-01689,ORD-202304-0674,P009,2,1100,140
ITEM-01690,ORD-202304-0674,P003,1,1700,820
ITEM-01691,ORD-202304-0675,P015,1,300,30
ITEM-01692,ORD-202304-0676,P012,1,150,15
ITEM-01693,ORD-202304-0676,P012,2,150,15
ITEM-01694,ORD-202304-0676,P017,3,4000,1900
ITEM-01695,ORD-202304-0677,P001,2,1200,600
ITEM-01696,ORD-202304-0678,P002,3,1450,710
ITEM-01697,ORD-202304-0678,P008,2,950,120
ITEM-01698,ORD-202304-0679,P011,2,1400,180
ITEM-01699,ORD-202304-0679,P007,2,800,100
ITEM-01700,ORD-202304-0680,P013,2,200,20
ITEM-01701,ORD-202304-0680,P006,3,2450,1150
ITEM-01702,ORD-202304-0680,P019,1,6000,2700
ITEM-01703,ORD-202304-0680,P012,3,150,15
ITEM-01704,ORD-202304-0681,P018,3,5000,2300
ITEM-01705,ORD-202304-0681,P003,1,1700,820
ITEM-01706,ORD-202304-0681,P014,3,250,25
ITEM-01707,ORD-202304-0681,P006,1,2450,1150
ITEM-01708,ORD-202304-0682,P009,2,1100,140
ITEM-01709,ORD-202304-0682,P002,3,1450,710
ITEM-01710,ORD-202304-0683,P014,1,250,25
ITEM-01711,ORD-202304-0684,P015,3,300,30
ITEM-01712,ORD-202304-0685,P002,3,1450,710
ITEM-01713,ORD-202304-0685,P015,2,300,30
ITEM-01714,ORD-202304-0685,P018,2,5000,2300
ITEM-01715,ORD-202304-0685,P017,3,4000,1900
ITEM-01716,ORD-202304-0686,P005,2,2200,1040
ITEM-01717,ORD-202304-0686,P004,3,1950,930
ITEM-01718,ORD-202304-0686,P003,3,1700,820
ITEM-01719,ORD-202304-0687,P017,3,4000,1900
ITEM-01720,ORD-202304-0687,P017,3,4000,1900
ITEM-01721,ORD-202304-0687,P005,1,2200,1040
ITEM-01722,ORD-202304-0687,P015,1,300,30
ITEM-01723,ORD-202305-0688,P001,2,1200,600
ITEM-01724,ORD-202305-0688,P004,3,1950,930
ITEM-01725,ORD-202305-0689,P001,2,1200,600
ITEM-01726,ORD-202305-0689,P017,3,4000,1900
ITEM-01727,ORD-202305-0689,P016,3,3000,1500
ITEM-01728,ORD-202305-0690,P017,2,4000,1900
ITEM-01729,ORD-202305-0690,P002,2,1450,710
ITEM-01730,ORD-202305-0690,P004,3,1950,930
ITEM-01731,ORD-202305-0690,P014,3,250,25
ITEM-01732,ORD-202305-0691,P017,3,4000,1900
ITEM-01733,ORD-202305-0692,P009,1,1100,140
ITEM-01734,ORD-202305-0692,P004,2,1950,930
ITEM-01735,ORD-202305-0692,P015,2,300,30
ITEM-01736,ORD-202305-0692,P005,2,2200,1040
ITEM-01737,ORD-202305-0693,P001,2,1200,600
ITEM-01738,ORD-202305-0693,P008,3,950,120
ITEM-01739,ORD-202305-0693,P015,3,300,30
ITEM-01740,ORD-202305-0694,P009,2,1100,140
ITEM-01741,ORD-202305-0694,P016,2,3000,1500
ITEM-01742,ORD-202305-0694,P006,2,2450,1150
ITEM-01743,ORD-202305-0694,P003,3,1700,820
ITEM-01744,ORD-202305-0695,P013,3,200,20
ITEM-01745,ORD-202305-0695,P003,3,1700,820
ITEM-01746,ORD-202305-0695,P013,1,200,20
ITEM-01747,ORD-202305-0696,P005,2,2200,1040
ITEM-01748,ORD-202305-0696,P007,2,800,100
ITEM-01749,ORD-202305-0696,P013,2,200,20
ITEM-01750,ORD-202305-0697,P011,2,1400,180
ITEM-01751,ORD-202305-0697,P003,3,1700,820
ITEM-01752,ORD-202305-0698,P012,2,150,15
ITEM-01753,ORD-202305-0698,P007,1,800,100
ITEM-01754,ORD-202305-0698,P007,2,800,100
ITEM-01755,ORD-202305-0698,P014,1,250,25
ITEM-01756,ORD-202305-0699,P017,2,4000,1900
ITEM-01757,ORD-202305-0700,P013,1,200,20
ITEM-01758,ORD-202305-0700,P019,1,6000,2700
ITEM-01759,ORD-202305-0701,P017,2,4000,1900
ITEM-01760,ORD-202305-0701,P010,1,1250,160
ITEM-01761,ORD-202305-0701,P015,3,300,30
ITEM-01762,ORD-202305-0701,P013,3,200,20
ITEM-01763,ORD-202305-0702,P010,2,1250,160
ITEM-01764,ORD-202305-0702,P016,1,3000,1500
ITEM-01765,ORD-202305-0702,P008,1,950,120
ITEM-01766,ORD-202305-0703,P016,1,3000,1500
ITEM-01767,ORD-202305-0703,P019,2,6000,2700
ITEM-01768,ORD-202305-0704,P016,2,3000,1500
ITEM-01769,ORD-202305-0704,P004,3,1950,930
ITEM-01770,ORD-202305-0704,P015,1,300,30
ITEM-01771,ORD-202305-0705,P008,3,950,120
ITEM-01772,ORD-202305-0705,P013,1,200,20
ITEM-01773,ORD-202305-0706,P016,2,3000,1500
ITEM-01774,ORD-202305-0706,P009,3,1100,140
ITEM-01775,ORD-202305-0706,P003,1,1700,820
ITEM-01776,ORD-202305-0707,P010,3,1250,160
ITEM-01777,ORD-202305-0707,P006,1,2450,1150
ITEM-01778,ORD-202305-0708,P001,1,1200,600
ITEM-01779,ORD-202305-0708,P018,3,5000,2300
ITEM-01780,ORD-202305-0708,P009,2,1100,140
ITEM-01781,ORD-202305-0709,P007,3,800,100
ITEM-01782,ORD-202305-0709,P016,1,3000,1500
ITEM-01783,ORD-202305-0710,P018,2,5000,2300
ITEM-01784,ORD-202305-0711,P018,1,5000,2300
ITEM-01785,ORD-202305-0711,P004,3,1950,930
ITEM-01786,ORD-202305-0712,P002,3,1450,710
ITEM-01787,ORD-202305-0712,P011,2,1400,180
ITEM-01788,ORD-202305-0713,P013,1,200,20
ITEM-01789,ORD-202305-0714,P003,2,1700,820
ITEM-01790,ORD-202305-0715,P002,3,1450,710
ITEM-01791,ORD-202305-0716,P011,3,1400,180
ITEM-01792,ORD-202305-0716,P019,3,6000,2700
ITEM-01793,ORD-202305-0716,P017,1,4000,1900
ITEM-01794,ORD-202305-0716,P018,3,5000,2300
ITEM-01795,ORD-202305-0717,P004,3,1950,930
ITEM-01796,ORD-202305-0717,P011,2,1400,180
ITEM-01797,ORD-202305-0717,P001,3,1200,600
ITEM-01798,ORD-202305-0717,P009,3,1100,140
ITEM-01799,ORD-202305-0718,P018,1,5000,2300
ITEM-01800,ORD-202305-0718,P017,2,4000,1900
ITEM-01801,ORD-202305-0719,P017,3,4000,1900
ITEM-01802,ORD-202305-0719,P019,1,6000,2700
ITEM-01803,ORD-202305-0720,P002,3,1450,710
ITEM-01804,ORD-202305-0720,P017,2,4000,1900
ITEM-01805,ORD-202305-0720,P014,3,250,25
ITEM-01806,ORD-202305-0721,P002,1,1450,710
ITEM-01807,ORD-202305-0722,P012,3,150,15
ITEM-01808,ORD-202305-0722,P015,1,300,30
ITEM-01809,ORD-202305-0723,P012,3,150,15
ITEM-01810,ORD-202305-0724,P010,1,1250,160
ITEM-01811,ORD-202305-0724,P008,1,950,120
ITEM-01812,ORD-202305-0724,P019,3,6000,2700
ITEM-01813,ORD-202305-0725,P014,2,250,25
ITEM-01814,ORD-202305-0726,P014,2,250,25
ITEM-01815,ORD-202305-0726,P007,1,800,100
ITEM-01816,ORD-202305-0726,P010,3,1250,160
ITEM-01817,ORD-202306-0727,P017,3,4000,1900
ITEM-01818,ORD-202306-0727,P017,2,4000,1900
ITEM-01819,ORD-202306-0728,P008,3,950,120
ITEM-01820,ORD-202306-0729,P003,3,1700,820
ITEM-01821,ORD-202306-0730,P016,3,3000,1500
ITEM-01822,ORD-202306-0731,P009,3,1100,140
ITEM-01823,ORD-202306-0731,P001,3,1200,600
ITEM-01824,ORD-202306-0731,P004,1,1950,930
ITEM-01825,ORD-202306-0732,P008,3,950,120
ITEM-01826,ORD-202306-0732,P011,3,1400,180
ITEM-01827,ORD-202306-0733,P007,1,800,100
ITEM-01828,ORD-202306-0733,P016,1,3000,1500
ITEM-01829,ORD-202306-0734,P006,2,2450,1150
ITEM-01830,ORD-202306-0734,P003,1,1700,820
ITEM-01831,ORD-202306-0734,P010,3,1250,160
ITEM-01832,ORD-202306-0734,P003,1,1700,820
ITEM-01833,ORD-202306-0735,P012,3,150,15
ITEM-01834,ORD-202306-0736,P014,1,250,25
ITEM-01835,ORD-202306-0736,P019,2,6000,2700
ITEM-01836,ORD-202306-0736,P003,1,1700,820
ITEM-01837,ORD-202306-0736,P017,3,4000,1900
ITEM-01838,ORD-202306-0737,P004,1,1950,930
ITEM-01839,ORD-202306-0738,P007,1,800,100
ITEM-01840,ORD-202306-0739,P005,1,2200,1040
ITEM-01841,ORD-202306-0739,P019,2,6000,2700
ITEM-01842,ORD-202306-0739,P013,1,200,20
ITEM-01843,ORD-202306-0739,P014,2,250,25
ITEM-01844,ORD-202306-0740,P002,2,1450,710
ITEM-01845,ORD-202306-0740,P013,2,200,20
ITEM-01846,ORD-202306-0740,P017,2,4000,1900
ITEM-01847,ORD-202306-0741,P018,2,5000,2300
