id,customer_id,status,region,created_at,total_amount,shipping_cost,discount_amount
ORD-202210-0362,C0393,Completed,Europe,2022-10-05,8952.47,21,1118.53
ORD-202210-0363,C0480,Completed,North America,2022-10-13,2834,34,0
ORD-202210-0364,C0351,Completed,LATAM,2022-10-23,3837,37,0
ORD-202210-0365,C0092,Completed,North America,2022-10-18,13573.07,61,1987.93
ORD-202210-0366,C0438,Completed,Asia,2022-10-15,1692.17,87,94.83
ORD-202210-0367,C0308,Completed,North America,2022-10-01,586,86,0
ORD-202210-0368,C0435,Completed,LATAM,2022-10-23,5062,62,0
ORD-202210-0369,C0318,Completed,Asia,2022-10-25,3312.06,38,125.94
ORD-202210-0370,C0036,Completed,North America,2022-10-09,5322.01,31,658.99
ORD-202210-0371,C0393,Completed,Europe,2022-10-01,1279.88,110,30.12
ORD-202210-0372,C0163,Completed,LATAM,2022-10-02,14971,71,0
ORD-202210-0373,C0010,Completed,Asia,2022-10-02,19060.09,92,431.91
ORD-202210-0374,C0473,Cancelled,Europe,2022-10-22,10307.31,31,1073.69
ORD-202210-0375,C0183,Completed,LATAM,2022-10-13,2091.97,92,0.03
ORD-202210-0376,C0346,Pending,Asia,2022-10-22,3527.58,70,542.42
ORD-202210-0377,C0004,Completed,North America,2022-10-21,12379.96,98,968.04
ORD-202210-0378,C0149,Completed,Europe,2022-10-16,1761.16,29,167.84
ORD-202210-0379,C0472,Completed,North America,2022-10-15,11720.71,31,610.29
ORD-202210-0380,C0431,Completed,LATAM,2022-10-20,11103.29,83,679.71
ORD-202210-0381,C0208,Completed,North America,2022-10-07,12536.06,84,1697.94
ORD-202210-0382,C0136,Completed,North America,2022-10-21,18015.77,26,2260.23
ORD-202210-0383,C0434,Completed,Asia,2022-10-24,10600.72,57,1206.28
ORD-202210-0384,C0303,Completed,LATAM,2022-10-12,10073.7,76,1202.3
ORD-202210-0385,C0354,Completed,Asia,2022-10-21,4073.68,30,6.32
ORD-202210-0386,C0431,Completed,LATAM,2022-10-20,10078,78,0
ORD-202210-0387,C0268,Completed,North America,2022-10-06,22670.27,44,473.73
ORD-202210-0388,C0154,Pending,Asia,2022-10-24,6552.9,95,142.1
ORD-202210-0389,C0204,Completed,North America,2022-10-27,4899,99,0
ORD-202210-0390,C0399,Completed,LATAM,2022-10-26,712,112,0
ORD-202210-0391,C0373,Completed,Europe,2022-10-10,5741,91,0
ORD-202210-0392,C0063,Completed,LATAM,2022-10-24,8431.45,83,1051.55
ORD-202210-0393,C0121,Completed,Europe,2022-10-24,11218,18,0
ORD-202210-0394,C0401,Completed,Europe,2022-10-27,17429.63,111,1181.37
ORD-202210-0395,C0279,Completed,LATAM,2022-10-28,366,66,0
ORD-202210-0396,C0002,Completed,Asia,2022-10-07,2351.32,92,340.68
ORD-202210-0397,C0418,Pending,Asia,2022-10-04,845,45,0
ORD-202210-0398,C0280,Completed,North America,2022-10-27,10709.79,110,1800.21
ORD-202210-0399,C0447,Pending,LATAM,2022-10-14,2262.85,98,235.15
ORD-202210-0400,C0222,Completed,Asia,2022-10-26,14360,60,0
ORD-202210-0401,C0363,Completed,LATAM,2022-10-10,9313,63,0
ORD-202210-0402,C0484,Completed,North America,2022-10-25,5456.97,35,228.03
ORD-202210-0403,C0281,Completed,Europe,2022-10-01,4494.87,104,9.13
ORD-202210-0404,C0240,Completed,North America,2022-10-07,6429.34,63,683.66
ORD-202210-0405,C0159,Completed,LATAM,2022-10-20,8001.22,50,448.78
ORD-202210-0406,C0464,Completed,North America,2022-10-12,4330.48,40,559.52
ORD-202210-0407,C0080,Pending,North America,2022-10-18,588.72,69,80.28
ORD-202210-0408,C0233,Completed,Europe,2022-10-19,8717.94,98,480.06
ORD-202210-0409,C0439,Completed,LATAM,2022-10-21,20533,83,0
ORD-202210-0410,C0179,Cancelled,LATAM,2022-10-13,16210,60,0
ORD-202210-0411,C0330,Completed,Asia,2022-10-19,16709,59,0
ORD-202210-0412,C0186,Completed,Asia,2022-10-12,18146.49,25,528.51
ORD-202210-0413,C0285,Completed,Europe,2022-10-01,2690.62,58,67.38
ORD-202210-0414,C0213,Completed,Europe,2022-10-14,10858.56,108,1099.44
ORD-202210-0415,C0396,Completed,North America,2022-10-14,5142,42,0
ORD-202211-0416,C0475,Cancelled,LATAM,2022-11-27,7312,112,0
ORD-202211-0417,C0258,Completed,Asia,2022-11-19,11723.99,74,600.01
ORD-202211-0418,C0028,Completed,North America,2022-11-15,6731.41,108,426.59
ORD-202211-0419,C0013,Completed,Europe,2022-11-27,22754,54,0
ORD-202211-0420,C0377,Completed,Europe,2022-11-15,7890.84,62,121.16
ORD-202211-0421,C0278,Pending,Asia,2022-11-27,2418,18,0
ORD-202211-0422,C0413,Completed,Europe,2022-11-18,2213.93,114,300.07
ORD-202211-0423,C0457,Pending,Europe,2022-11-14,5956,106,0
ORD-202211-0424,C0339,Completed,LATAM,2022-11-26,14452.22,95,942.78
ORD-202211-0425,C0244,Completed,North America,2022-11-06,6599,99,0
ORD-202211-0426,C0203,Completed,LATAM,2022-11-27,11207.73,39,131.27
ORD-202211-0427,C0002,Cancelled,Asia,2022-11-08,2087.11,35,197.89
ORD-202211-0428,C0067,Cancelled,LATAM,2022-11-05,264,114,0
ORD-202211-0429,C0404,Completed,North America,2022-11-20,26006.05,97,1690.95
ORD-202211-0430,C0153,Completed,Europe,2022-11-01,7062,62,0
ORD-202211-0431,C0224,Completed,North America,2022-11-13,3534.9,68,133.1
ORD-202211-0432,C0281,Completed,Europe,2022-11-03,1523.32,99,25.68
ORD-202211-0433,C0016,Completed,North America,2022-11-17,895.17,62,116.83
ORD-202211-0434,C0475,Completed,LATAM,2022-11-06,2526.17,85,408.83
ORD-202211-0435,C0238,Completed,Asia,2022-11-27,1477.88,25,197.12
ORD-202211-0436,C0050,Completed,Asia,2022-11-17,20607.17,95,2887.83
ORD-202211-0437,C0450,Pending,Asia,2022-11-27,1641,41,0
ORD-202211-0438,C0213,Completed,Europe,2022-11-22,28011.42,52,590.58
ORD-202211-0439,C0009,Completed,Europe,2022-11-09,9006,56,0
ORD-202211-0440,C0435,Completed,LATAM,2022-11-18,4897.89,109,11.11
ORD-202211-0441,C0166,Completed,Asia,2022-11-17,12373.73,65,441.27
ORD-202211-0442,C0247,Completed,LATAM,2022-11-02,20082.25,107,1474.75
ORD-202211-0443,C0435,Completed,LATAM,2022-11-04,8292,42,0
ORD-202211-0444,C0156,Completed,North America,2022-11-24,19868.57,53,2284.43
ORD-202211-0445,C0466,Completed,Asia,2022-11-12,4076.08,15,438.92
ORD-202211-0446,C0142,Completed,Asia,2022-11-18,2426.62,107,280.38
ORD-202211-0447,C0298,Completed,Asia,2022-11-15,13347,97,0
ORD-202211-0448,C0094,Completed,Asia,2022-11-19,7188.89,77,1188.11
ORD-202211-0449,C0345,Pending,Europe,2022-11-02,434.31,47,62.69
ORD-202211-0450,C0136,Pending,North America,2022-11-17,2308,108,0
ORD-202211-0451,C0100,Completed,North America,2022-11-07,15342.35,51,2308.65
ORD-202211-0452,C0472,Completed,North America,2022-11-07,2893,43,0
ORD-202211-0453,C0291,Pending,LATAM,2022-11-25,19488.47,18,1679.53
ORD-202211-0454,C0351,Completed,LATAM,2022-11-05,227,27,0
ORD-202211-0455,C0014,Completed,Asia,2022-11-14,8343.63,75,81.37
ORD-202211-0456,C0304,Completed,North America,2022-11-12,3277.48,87,209.52
ORD-202211-0457,C0315,Completed,LATAM,2022-11-26,779.52,84,104.48
ORD-202211-0458,C0412,Completed,North America,2022-11-12,3778,28,0
ORD-202211-0459,C0352,Completed,North America,2022-11-26,8913.96,17,1003.04
ORD-202211-0460,C0189,Completed,Europe,2022-11-28,14668.2,36,917.8
ORD-202211-0461,C0364,Completed,North America,2022-11-04,3333,33,0
ORD-202211-0462,C0347,Completed,LATAM,2022-11-26,13253,53,0
ORD-202211-0463,C0214,Pending,Asia,2022-11-16,10084,84,0
ORD-202211-0464,C0167,Completed,LATAM,2022-11-18,17585.67,76,940.33
ORD-202212-0465,C0079,Completed,LATAM,2022-12-08,16449,99,0
ORD-202212-0466,C0447,Completed,LATAM,2022-12-28,17456.73,109,902.27
ORD-202212-0467,C0026,Completed,Asia,2022-12-18,17176,76,0
ORD-202212-0468,C0349,Completed,Europe,2022-12-05,13593.52,62,1668.48
ORD-202212-0469,C0250,Completed,Asia,2022-12-26,8878,28,0
ORD-202212-0470,C0394,Completed,Asia,2022-12-09,5379.47,63,483.53
ORD-202212-0471,C0108,Completed,North America,2022-12-17,5282,82,0
ORD-202212-0472,C0463,Completed,LATAM,2022-12-22,12955.45,106,50.55
ORD-202212-0473,C0304,Completed,North America,2022-12-11,13630,80,0
ORD-202212-0474,C0056,Completed,North America,2022-12-23,5502,102,0
ORD-202212-0475,C0288,Completed,North America,2022-12-08,2376.42,29,352.58
ORD-202212-0476,C0315,Completed,LATAM,2022-12-02,4314,64,0
ORD-202212-0477,C0234,Completed,Asia,2022-12-03,15527.62,68,190.38
ORD-202212-0478,C0439,Completed,LATAM,2022-12-10,16982.5,34,401.5
ORD-202212-0479,C0152,Completed,North America,2022-12-13,349,49,0
ORD-202212-0480,C0014,Completed,Asia,2022-12-27,10424.7,110,1085.3
ORD-202212-0481,C0307,Completed,LATAM,2022-12-24,7387,37,0
ORD-202212-0482,C0388,Completed,North America,2022-12-08,15229,79,0
ORD-202212-0483,C0124,Completed,North America,2022-12-11,4608,108,0
ORD-202212-0484,C0168,Completed,North America,2022-12-22,4222.58,112,689.42
ORD-202212-0485,C0306,Completed,Asia,2022-12-24,3758.66,18,9.34
ORD-202212-0486,C0343,Completed,LATAM,2022-12-16,8283,33,0
ORD-202212-0487,C0086,Completed,Asia,2022-12-02,7862,112,0
ORD-202212-0488,C0377,Completed,Europe,2022-12-12,8191.34,23,1331.66
ORD-202212-0489,C0489,Pending,Europe,2022-12-20,10560.69,61,1500.31
ORD-202212-0490,C0016,Pending,North America,2022-12-06,6030,30,0
ORD-202212-0491,C0160,Completed,North America,2022-12-18,18315.42,31,2665.58
ORD-202212-0492,C0222,Completed,Asia,2022-12-25,2909,109,0
ORD-202212-0493,C0268,Pending,North America,2022-12-27,2191.93,75,83.07
ORD-202212-0494,C0206,Completed,Asia,2022-12-21,13400.82,85,1684.18
ORD-202212-0495,C0165,Completed,Europe,2022-12-10,5242.06,86,193.94
ORD-202212-0496,C0258,Completed,Asia,2022-12-26,5400,100,0
ORD-202212-0497,C0131,Completed,LATAM,2022-12-08,13863.57,62,1198.43
ORD-202212-0498,C0115,Completed,LATAM,2022-12-11,8066,66,0
ORD-202212-0499,C0333,Pending,Europe,2022-12-19,391.17,46,54.83
ORD-202212-0500,C0342,Completed,Asia,2022-12-25,2952,102,0
ORD-202212-0501,C0014,Completed,Asia,2022-12-18,10092.79,90,47.21
ORD-202212-0502,C0355,Cancelled,LATAM,2022-12-01,1943,43,0
ORD-202212-0503,C0060,Completed,North America,2022-12-06,10659.68,84,174.32
ORD-202212-0504,C0280,Completed,North America,2022-12-12,7210.8,55,1244.2
ORD-202212-0505,C0314,Completed,Asia,2022-12-27,24528.69,30,1401.31
ORD-202212-0506,C0072,Completed,North America,2022-12-20,11607.1,22,64.9
ORD-202212-0507,C0407,Completed,LATAM,2022-12-01,17171,71,0
ORD-202212-0508,C0063,Completed,LATAM,2022-12-01,4373.24,56,82.76
ORD-202212-0509,C0140,Completed,North America,2022-12-19,11374.64,34,659.36
ORD-202212-0510,C0340,Completed,North America,2022-12-14,9170.29,71,650.71
ORD-202212-0511,C0044,Cancelled,North America,2022-12-01,18648.92,63,3014.08
ORD-202212-0512,C0182,Pending,Asia,2022-12-18,1380.43,75,144.57
ORD-202212-0513,C0178,Cancelled,Asia,2022-12-20,9181.4,106,1124.6
ORD-202212-0514,C0196,Completed,North America,2022-12-09,21498,98,0
ORD-202212-0515,C0093,Completed,Europe,2022-12-26,16058,108,0
ORD-202212-0516,C0192,Completed,North America,2022-12-25,6501.41,82,380.59
ORD-202212-0517,C0405,Completed,Europe,2022-12-18,2111,61,0
ORD-202212-0518,C0225,Completed,Europe,2022-12-07,8319.35,31,311.65
ORD-202212-0519,C0279,Completed,LATAM,2022-12-26,7200,50,0
ORD-202212-0520,C0100,Completed,North America,2022-12-14,4197.97,31,333.03
ORD-202212-0521,C0188,Completed,North America,2022-12-17,3588,88,0
ORD-202212-0522,C0271,Completed,LATAM,2022-12-10,11385.91,45,809.09
ORD-202212-0523,C0376,Completed,North America,2022-12-22,4962,62,0
ORD-202212-0524,C0125,Completed,Europe,2022-12-19,9051.94,35,983.06
ORD-202212-0525,C0307,Completed,LATAM,2022-12-04,14949.63,83,733.37
ORD-202212-0526,C0216,Completed,North America,2022-12-12,25422.27,106,1133.73
ORD-202212-0527,C0197,Pending,Europe,2022-12-08,3973.82,47,373.18
ORD-202212-0528,C0357,Pending,Europe,2022-12-16,863,113,0
ORD-202212-0529,C0203,Completed,LATAM,2022-12-09,16029.62,114,2534.38
ORD-202212-0530,C0285,Pending,Europe,2022-12-02,20218,68,0
ORD-202301-0531,C0274,Completed,Asia,2023-01-05,6653,53,0
ORD-202301-0532,C0075,Completed,LATAM,2023-01-19,3268.12,33,514.88
ORD-202301-0533,C0379,Completed,LATAM,2023-01-14,16921,71,0
ORD-202301-0534,C0372,Completed,North America,2023-01-07,20798.14,37,1438.86
ORD-202301-0535,C0269,Completed,Europe,2023-01-18,3505.08,105,599.92
ORD-202301-0536,C0420,Completed,North America,2023-01-05,4587.71,22,34.29
ORD-202301-0537,C0243,Completed,LATAM,2023-01-10,12096,96,0
ORD-202301-0538,C0415,Completed,LATAM,2023-01-12,8147.68,70,622.32
ORD-202301-0539,C0398,Completed,Asia,2023-01-02,2522.36,59,336.64
ORD-202301-0540,C0123,Completed,LATAM,2023-01-15,2517,17,0
ORD-202301-0541,C0003,Completed,LATAM,2023-01-11,468,68,0
ORD-202301-0542,C0302,Completed,Asia,2023-01-02,1702,102,0
ORD-202301-0543,C0289,Pending,Europe,2023-01-02,11475.03,32,1856.97
ORD-202301-0544,C0205,Pending,Europe,2023-01-17,14786,86,0
ORD-202301-0545,C0478,Completed,Asia,2023-01-23,4852,52,0
ORD-202301-0546,C0179,Completed,LATAM,2023-01-20,4955,55,0
ORD-202301-0547,C0125,Completed,Europe,2023-01-03,23163,113,0
ORD-202301-0548,C0396,Pending,North America,2023-01-03,6446,46,0
ORD-202301-0549,C0077,Completed,Europe,2023-01-24,27683.97,95,1861.03
ORD-202301-0550,C0213,Completed,Europe,2023-01-17,10932.9,63,1080.1
ORD-202301-0551,C0208,Completed,North America,2023-01-11,2023,73,0
ORD-202301-0552,C0151,Pending,LATAM,2023-01-14,3338,38,0
ORD-202301-0553,C0177,Completed,Europe,2023-01-06,8359,59,0
ORD-202301-0554,C0191,Completed,LATAM,2023-01-11,4522.45,23,750.55
ORD-202301-0555,C0397,Cancelled,Europe,2023-01-24,2739.6,57,217.4
ORD-202301-0556,C0433,Completed,Europe,2023-01-27,4524.12,24,599.88
ORD-202301-0557,C0233,Pending,Europe,2023-01-25,280,80,0
ORD-202301-0558,C0161,Completed,Europe,2023-01-27,6090.14,19,478.86
ORD-202301-0559,C0251,Pending,LATAM,2023-01-06,6679.1,98,118.9
ORD-202301-0560,C0024,Completed,North America,2023-01-04,6048.43,94,395.57
ORD-202301-0561,C0096,Completed,North America,2023-01-09,3372.95,35,262.05
ORD-202301-0562,C0050,Completed,Asia,2023-01-24,4830,30,0
ORD-202301-0563,C0497,Completed,Europe,2023-01-10,8158,58,0
ORD-202301-0564,C0369,Pending,Europe,2023-01-18,5023,73,0
ORD-202301-0565,C0396,Completed,North America,2023-01-20,3212.9,69,456.1
ORD-202301-0566,C0415,Completed,LATAM,2023-01-28,5679.41,63,283.59
ORD-202301-0567,C0024,Completed,North America,2023-01-16,1241.82,42,50.18
ORD-202301-0568,C0079,Completed,LATAM,2023-01-17,5814.68,19,954.32
ORD-202301-0569,C0339,Completed,LATAM,2023-01-19,6600.69,88,687.31
ORD-202301-0570,C0303,Completed,LATAM,2023-01-17,9578.54,104,175.46
ORD-202301-0571,C0012,Completed,North America,2023-01-17,2719.3,61,341.7
ORD-202301-0572,C0305,Completed,Europe,2023-01-20,12307,107,0
ORD-202301-0573,C0310,Completed,Asia,2023-01-27,12141.98,73,1731.02
ORD-202302-0574,C0260,Completed,North America,2023-02-25,12600,100,0
ORD-202302-0575,C0323,Completed,LATAM,2023-02-18,13011.59,82,1870.41
ORD-202302-0576,C0094,Completed,Asia,2023-02-16,3413.4,77,363.6
ORD-202302-0577,C0189,Completed,Europe,2023-02-05,14274,74,0
ORD-202302-0578,C0081,Completed,Europe,2023-02-05,4427,77,0
ORD-202302-0579,C0465,Completed,Europe,2023-02-11,3568.91,35,66.09
ORD-202302-0580,C0076,Completed,North America,2023-02-09,4055.91,64,608.09
ORD-202302-0581,C0080,Completed,North America,2023-02-05,4288.81,104,165.19
ORD-202302-0582,C0371,Pending,LATAM,2023-02-10,4695,95,0
ORD-202302-0583,C0124,Completed,North America,2023-02-08,10671,71,0
ORD-202302-0584,C0496,Completed,North America,2023-02-15,12643,43,0
ORD-202302-0585,C0061,Completed,Europe,2023-02-11,13852,52,0
ORD-202302-0586,C0433,Completed,Europe,2023-02-17,5556.16,92,235.84
ORD-202302-0587,C0161,Completed,Europe,2023-02-26,3041.86,53,111.14
ORD-202302-0588,C0065,Completed,Europe,2023-02-21,6740.18,99,408.82
ORD-202302-0589,C0205,Completed,Europe,2023-02-06,309.19,39,29.81
ORD-202302-0590,C0451,Completed,LATAM,2023-02-15,3036.53,45,308.47
ORD-202302-0591,C0057,Completed,Europe,2023-02-24,22542,92,0
ORD-202302-0592,C0249,Pending,Europe,2023-02-02,2648.19,15,166.81
ORD-202302-0593,C0098,Completed,Asia,2023-02-14,8263,113,0
ORD-202302-0594,C0102,Completed,Asia,2023-02-22,7159.14,101,141.86
ORD-202302-0595,C0294,Pending,Asia,2023-02-14,1939.47,58,18.53
ORD-202302-0596,C0278,Completed,Asia,2023-02-05,2762.05,57,244.95
ORD-202302-0597,C0391,Completed,LATAM,2023-02-01,14316.06,50,1633.94
ORD-202302-0598,C0209,Completed,Europe,2023-02-28,2991,91,0
ORD-202302-0599,C0401,Pending,Europe,2023-02-09,4869.26,88,618.74
ORD-202302-0600,C0454,Cancelled,Asia,2023-02-24,7413,63,0
ORD-202302-0601,C0185,Completed,Europe,2023-02-12,6445.81,32,886.19
ORD-202302-0602,C0001,Completed,Europe,2023-02-20,1977.28,43,265.72
ORD-202302-0603,C0119,Completed,LATAM,2023-02-24,8210,110,0
ORD-202302-0604,C0095,Completed,LATAM,2023-02-16,5528.97,96,567.03
ORD-202302-0605,C0105,Completed,Europe,2023-02-26,25911.18,24,62.82
ORD-202302-0606,C0466,Completed,Asia,2023-02-26,6739,39,0
ORD-202303-0607,C0111,Pending,LATAM,2023-03-16,14657,57,0
ORD-202303-0608,C0453,Completed,Europe,2023-03-12,10199.81,55,355.19
ORD-202303-0609,C0009,Completed,Europe,2023-03-14,12061.07,72,210.93
ORD-202303-0610,C0010,Pending,Asia,2023-03-23,10037,37,0
ORD-202303-0611,C0246,Completed,Asia,2023-03-10,4049,49,0
ORD-202303-0612,C0087,Pending,LATAM,2023-03-19,3052,52,0
ORD-202303-0613,C0231,Completed,LATAM,2023-03-27,12835,85,0
ORD-202303-0614,C0440,Completed,North America,2023-03-04,4846.49,67,170.51
ORD-202303-0615,C0266,Completed,Asia,2023-03-20,10615,15,0
ORD-202303-0616,C0295,Cancelled,LATAM,2023-03-27,9448.62,76,527.38
ORD-202303-0617,C0097,Pending,Europe,2023-03-25,5607.39,32,474.61
ORD-202303-0618,C0271,Completed,LATAM,2023-03-02,2090.11,41,250.89
ORD-202303-0619,C0018,Completed,Asia,2023-03-03,1065.44,99,33.56
ORD-202303-0620,C0204,Pending,North America,2023-03-26,5088.17,67,228.83
ORD-202303-0621,C0093,Completed,Europe,2023-03-01,28815.9,18,402.1
ORD-202303-0622,C0060,Completed,North America,2023-03-11,3393.57,26,282.43
ORD-202303-0623,C0071,Completed,LATAM,2023-03-08,5151,101,0
ORD-202303-0624,C0172,Completed,North America,2023-03-19,17175.53,75,2549.47
ORD-202303-0625,C0139,Completed,LATAM,2023-03-28,5025,25,0
ORD-202303-0626,C0118,Completed,Asia,2023-03-21,3464.22,103,38.78
ORD-202303-0627,C0408,Completed,North America,2023-03-07,855.44,109,3.56
ORD-202303-0628,C0179,Pending,LATAM,2023-03-23,17772.57,67,2394.43
ORD-202303-0629,C0305,Completed,Europe,2023-03-24,15146,96,0
ORD-202303-0630,C0295,Pending,LATAM,2023-03-10,355,55,0
ORD-202303-0631,C0379,Completed,LATAM,2023-03-03,7307,107,0
ORD-202303-0632,C0495,Completed,LATAM,2023-03-26,9649,49,0
ORD-202303-0633,C0306,Completed,Asia,2023-03-17,4643.07,54,760.93
ORD-202303-0634,C0051,Completed,LATAM,2023-03-15,4191.24,23,481.76
ORD-202303-0635,C0288,Cancelled,North America,2023-03-21,2862.81,89,426.19
ORD-202303-0636,C0175,Completed,LATAM,2023-03-05,5262.82,97,434.18
ORD-202303-0637,C0081,Completed,Europe,2023-03-12,16759.79,34,2024.21
ORD-202303-0638,C0123,Completed,LATAM,2023-03-19,5315,65,0
ORD-202303-0639,C0249,Completed,Europe,2023-03-17,8419.16,64,144.84
ORD-202303-0640,C0445,Completed,Europe,2023-03-08,9601.5,59,207.5
ORD-202303-0641,C0012,Completed,North America,2023-03-21,10468.59,24,1205.41
ORD-202303-0642,C0295,Completed,LATAM,2023-03-07,9219.92,92,572.08
ORD-202303-0643,C0480,Completed,North America,2023-03-13,1171.11,85,163.89
ORD-202303-0644,C0131,Completed,LATAM,2023-03-17,8124.58,110,885.42
ORD-202303-0645,C0181,Completed,Europe,2023-03-23,2307,107,0
ORD-202303-0646,C0209,Completed,Europe,2023-03-27,7065.09,39,573.91
ORD-202303-0647,C0450,Completed,Asia,2023-03-13,15722,72,0
ORD-202303-0648,C0161,Completed,Europe,2023-03-20,4515.36,28,12.64
ORD-202303-0649,C0349,Completed,Europe,2023-03-08,3491,91,0
ORD-202304-0650,C0468,Completed,North America,2023-04-11,8434,84,0
ORD-202304-0651,C0115,Cancelled,LATAM,2023-04-18,4241.81,71,29.19
ORD-202304-0652,C0228,Completed,North America,2023-04-28,12926,76,0
ORD-202304-0653,C0128,Completed,North America,2023-04-15,3025.97,71,45.03
ORD-202304-0654,C0411,Completed,LATAM,2023-04-24,4318,18,0
ORD-202304-0655,C0372,Completed,North America,2023-04-19,12084.44,16,131.56
ORD-202304-0656,C0096,Completed,North America,2023-04-18,4926,76,0
ORD-202304-0657,C0273,Pending,Europe,2023-04-23,6942,42,0
ORD-202304-0658,C0232,Completed,North America,2023-04-20,12101.1,96,844.9
ORD-202304-0659,C0053,Completed,Europe,2023-04-22,10167,17,0
ORD-202304-0660,C0485,Completed,Europe,2023-04-08,8469.45,110,390.55
ORD-202304-0661,C0183,Pending,LATAM,2023-04-06,7411,61,0
ORD-202304-0662,C0252,Completed,North America,2023-04-18,11049,99,0
ORD-202304-0663,C0434,Completed,Asia,2023-04-05,1992,92,0
ORD-202304-0664,C0153,Completed,Europe,2023-04-27,15796,47,2651
ORD-202304-0665,C0461,Completed,Europe,2023-04-02,12878.4,107,728.6
ORD-202304-0666,C0268,Completed,North America,2023-04-26,11949.09,109,709.91
ORD-202304-0667,C0494,Completed,Asia,2023-04-15,26076,26,0
ORD-202304-0668,C0414,Completed,Asia,2023-04-10,6214.13,100,285.87
ORD-202304-0669,C0335,Completed,LATAM,2023-04-03,24696,42,2146
ORD-202304-0670,C0258,Completed,Asia,2023-04-02,7946,96,0
ORD-202304-0671,C0142,Completed,Asia,2023-04-01,5207,107,0
ORD-202304-0672,C0233,Completed,Europe,2023-04-25,7683.04,88,104.96
ORD-202304-0673,C0050,Completed,Asia,2023-04-18,9682,32,0
ORD-202304-0674,C0374,Completed,Asia,2023-04-28,3993,93,0
ORD-202304-0675,C0153,Completed,Europe,2023-04-16,376,76,0
ORD-202304-0676,C0339,Completed,LATAM,2023-04-14,11649.18,90,890.82
ORD-202304-0677,C0120,Completed,North America,2023-04-14,2194.01,95,300.99
ORD-202304-0678,C0498,Completed,Asia,2023-04-09,6311,61,0
ORD-202304-0679,C0173,Completed,Europe,2023-04-14,4262.14,40,177.86
ORD-202304-0680,C0031,Completed,LATAM,2023-04-17,13587.37,31,643.63
ORD-202304-0681,C0378,Pending,Asia,2023-04-03,19952,52,0
ORD-202304-0682,C0077,Completed,Europe,2023-04-21,5800.04,105,854.96
ORD-202304-0683,C0053,Completed,Europe,2023-04-25,343,93,0
ORD-202304-0684,C0173,Completed,Europe,2023-04-21,1005,105,0
ORD-202304-0685,C0097,Completed,Europe,2023-04-03,27049,99,0
ORD-202304-0686,C0290,Completed,Asia,2023-04-15,13788.18,24,1585.82
ORD-202304-0687,C0458,Completed,Asia,2023-04-18,26612,112,0
ORD-202305-0688,C0001,Completed,Europe,2023-05-07,7578.58,44,715.42
ORD-202305-0689,C0440,Completed,North America,2023-05-18,22613.03,77,863.97
ORD-202305-0690,C0138,Completed,Asia,2023-05-16,17573,73,0
ORD-202305-0691,C0033,Completed,Europe,2023-05-28,11623.36,111,487.64
ORD-202305-0692,C0320,Completed,North America,2023-05-22,9580.51,76,495.49
ORD-202305-0693,C0099,Completed,LATAM,2023-05-09,6235,85,0
ORD-202305-0694,C0412,Completed,North America,2023-05-16,18243,43,0
ORD-202305-0695,C0210,Pending,Asia,2023-05-26,5186.7,89,802.3
ORD-202305-0696,C0381,Completed,Europe,2023-05-19,6504,104,0
ORD-202305-0697,C0155,Completed,LATAM,2023-05-26,7387.33,90,602.67
ORD-202305-0698,C0235,Completed,LATAM,2023-05-10,2629.21,44,364.79
ORD-202305-0699,C0383,Completed,LATAM,2023-05-13,7809.71,56,246.29
ORD-202305-0700,C0383,Completed,LATAM,2023-05-04,6080.21,102,221.79
ORD-202305-0701,C0360,Completed,North America,2023-05-20,9601.14,23,1171.86
ORD-202305-0702,C0009,Cancelled,Europe,2023-05-07,6555,105,0
ORD-202305-0703,C0012,Pending,North America,2023-05-03,13476.53,32,1555.47
ORD-202305-0704,C0373,Completed,Europe,2023-05-26,12221,71,0
ORD-202305-0705,C0442,Completed,Asia,2023-05-11,2693.45,22,378.55
ORD-202305-0706,C0467,Completed,LATAM,2023-05-09,11053,53,0
ORD-202305-0707,C0014,Pending,Asia,2023-05-16,5420.3,61,840.7
ORD-202305-0708,C0210,Completed,Asia,2023-05-08,15699.41,18,2718.59
ORD-202305-0709,C0350,Completed,Asia,2023-05-09,5203.19,88,284.81
ORD-202305-0710,C0061,Pending,Europe,2023-05-15,10051,51,0
ORD-202305-0711,C0150,Completed,Asia,2023-05-01,10954,104,0
ORD-202305-0712,C0500,Completed,North America,2023-05-20,6673.89,47,523.11
ORD-202305-0713,C0328,Completed,North America,2023-05-12,308.13,114,5.87
ORD-202305-0714,C0477,Completed,Europe,2023-05-07,3499,99,0
ORD-202305-0715,C0317,Completed,Europe,2023-05-23,3855.48,19,513.52
ORD-202305-0716,C0276,Completed,North America,2023-05-11,40722.66,75,552.34
ORD-202305-0717,C0226,Completed,Asia,2023-05-08,15640.23,94,3.77
ORD-202305-0718,C0267,Completed,LATAM,2023-05-12,13043,43,0
ORD-202305-0719,C0283,Completed,LATAM,2023-05-24,16734.04,29,1294.96
ORD-202305-0720,C0353,Completed,Europe,2023-05-03,11885.11,56,1270.89
ORD-202305-0721,C0022,Completed,Asia,2023-05-28,1486,36,0
ORD-202305-0722,C0073,Pending,Europe,2023-05-19,817.82,79,11.18
ORD-202305-0723,C0356,Completed,North America,2023-05-17,477,27,0
